Optimizador;Error promedio MSE (50000 epochs)
descgradient;1.3012468587977106
descgradient;1.3012463326330412
descgradient;1.3012458064692125
descgradient;1.3012452803062424
descgradient;1.3012447541441836
descgradient;1.3012442279829803
descgradient;1.3012437018227232
descgradient;1.3012431756633025
descgradient;1.3012426495047793
descgradient;1.3012421233472269
descgradient;1.3012415971904951
descgradient;1.301241071034577
descgradient;1.3012405448795563
descgradient;1.3012400187254294
descgradient;1.3012394925721424
descgradient;1.3012389664196489
descgradient;1.3012384402680912
descgradient;1.3012379141172368
descgradient;1.3012373879674506
descgradient;1.301236861818536
descgradient;1.3012363356704957
descgradient;1.3012358095234162
descgradient;1.3012352833771939
descgradient;1.301234757231687
descgradient;1.3012342310871088
descgradient;1.3012337049434746
descgradient;1.3012331788008784
descgradient;1.3012326526591118
descgradient;1.3012321265179423
descgradient;1.3012316003777162
descgradient;1.3012310742383932
descgradient;1.301230548100107
descgradient;1.3012300219626298
descgradient;1.301229495826034
descgradient;1.3012289696903334
descgradient;1.3012284435554882
descgradient;1.3012279174214314
descgradient;1.3012273912882695
descgradient;1.3012268651560164
descgradient;1.3012263390247794
descgradient;1.3012258128943268
descgradient;1.3012252867646117
descgradient;1.30122476063573
descgradient;1.3012242345077087
descgradient;1.3012237083806917
descgradient;1.3012231822545757
descgradient;1.3012226561292117
descgradient;1.3012221300047484
descgradient;1.3012216038812667
descgradient;1.3012210777587832
descgradient;1.3012205516370052
descgradient;1.301220025516012
descgradient;1.3012194993959978
descgradient;1.3012189732767316
descgradient;1.301218447158329
descgradient;1.3012179210408252
descgradient;1.3012173949242378
descgradient;1.301216868808488
descgradient;1.3012163426934786
descgradient;1.3012158165794996
descgradient;1.3012152904664551
descgradient;1.3012147643542276
descgradient;1.301214238242855
descgradient;1.3012137121323522
descgradient;1.3012131860228584
descgradient;1.3012126599142335
descgradient;1.301212133806432
descgradient;1.3012116076994416
descgradient;1.301211081593315
descgradient;1.3012105554881934
descgradient;1.301210029383986
descgradient;1.3012095032804676
descgradient;1.3012089771779565
descgradient;1.3012084510762612
descgradient;1.3012079249754536
descgradient;1.301207398875628
descgradient;1.3012068727765305
descgradient;1.3012063466784858
descgradient;1.301205820581143
descgradient;1.3012052944847277
descgradient;1.301204768389188
descgradient;1.3012042422945536
descgradient;1.3012037162008099
descgradient;1.301203190107847
descgradient;1.3012026640158143
descgradient;1.3012021379246206
descgradient;1.3012016118341567
descgradient;1.3012010857447158
descgradient;1.3012005596560792
descgradient;1.3012000335684255
descgradient;1.3011995074816023
descgradient;1.3011989813956806
descgradient;1.3011984553106062
descgradient;1.3011979292264448
descgradient;1.3011974031431757
descgradient;1.301196877060844
descgradient;1.3011963509794784
descgradient;1.3011958248989977
descgradient;1.301195298819339
descgradient;1.3011947727403501
descgradient;1.3011942466622397
descgradient;1.3011937205851465
descgradient;1.3011931945090485
descgradient;1.301192668433558
descgradient;1.3011921423589932
descgradient;1.3011916162853314
descgradient;1.3011910902125359
descgradient;1.3011905641406796
descgradient;1.3011900380695434
descgradient;1.301189511999429
descgradient;1.3011889859302255
descgradient;1.3011884598616923
descgradient;1.3011879337941992
descgradient;1.3011874077275127
descgradient;1.301186881661528
descgradient;1.3011863555965215
descgradient;1.3011858295324723
descgradient;1.3011853034691727
descgradient;1.3011847774068803
descgradient;1.301184251345431
descgradient;1.3011837252848293
descgradient;1.3011831992252336
descgradient;1.3011826731666132
descgradient;1.3011821471087437
descgradient;1.3011816210518488
descgradient;1.3011810949957412
descgradient;1.301180568940545
descgradient;1.3011800428862377
descgradient;1.3011795168327653
descgradient;1.3011789907801872
descgradient;1.3011784647283748
descgradient;1.301177938677402
descgradient;1.3011774126274835
descgradient;1.3011768865785371
descgradient;1.3011763605302822
descgradient;1.3011758344828293
descgradient;1.3011753084363424
descgradient;1.301174782390982
descgradient;1.3011742563463102
descgradient;1.3011737303023905
descgradient;1.301173204259321
descgradient;1.3011726782172934
descgradient;1.3011721521761561
descgradient;1.3011716261358042
descgradient;1.3011711000963047
descgradient;1.3011705740577577
descgradient;1.3011700480199426
descgradient;1.3011695219830328
descgradient;1.3011689959468942
descgradient;1.301168469911818
descgradient;1.3011679438775614
descgradient;1.3011674178441883
descgradient;1.3011668918116668
descgradient;1.3011663657800636
descgradient;1.301165839749249
descgradient;1.3011653137192565
descgradient;1.30116478769023
descgradient;1.301164261662117
descgradient;1.3011637356350363
descgradient;1.3011632096086139
descgradient;1.3011626835830832
descgradient;1.3011621575584653
descgradient;1.301161631534759
descgradient;1.3011611055119268
descgradient;1.3011605794899275
descgradient;1.3011600534688008
descgradient;1.3011595274486012
descgradient;1.3011590014293137
descgradient;1.3011584754108434
descgradient;1.3011579493932917
descgradient;1.301157423376422
descgradient;1.30115689736054
descgradient;1.3011563713454948
descgradient;1.3011558453314371
descgradient;1.301155319318222
descgradient;1.3011547933059184
descgradient;1.3011542672945404
descgradient;1.30115374128389
descgradient;1.3011532152741037
descgradient;1.3011526892653054
descgradient;1.301152163257337
descgradient;1.3011516372502239
descgradient;1.3011511112439766
descgradient;1.301150585238617
descgradient;1.301150059234269
descgradient;1.3011495332308318
descgradient;1.3011490072282499
descgradient;1.3011484812264638
descgradient;1.3011479552256096
descgradient;1.3011474292255503
descgradient;1.3011469032263658
descgradient;1.3011463772280973
descgradient;1.301145851230417
descgradient;1.3011453252337541
descgradient;1.3011447992380019
descgradient;1.3011442732430305
descgradient;1.301143747249022
descgradient;1.3011432212558636
descgradient;1.3011426952635254
descgradient;1.3011421692721745
descgradient;1.301141643281826
descgradient;1.301141117292288
descgradient;1.3011405913034366
descgradient;1.3011400653156313
descgradient;1.301139539328592
descgradient;1.30113901334251
descgradient;1.3011384873574827
descgradient;1.3011379613731804
descgradient;1.3011374353898066
descgradient;1.3011369094073317
descgradient;1.301136383425602
descgradient;1.3011358574448353
descgradient;1.3011353314650258
descgradient;1.3011348054860807
descgradient;1.3011342795078935
descgradient;1.301133753530487
descgradient;1.301133227554044
descgradient;1.3011327015784615
descgradient;1.3011321756037257
descgradient;1.3011316496297713
descgradient;1.301131123656783
descgradient;1.3011305976847707
descgradient;1.3011300717134016
descgradient;1.3011295457430272
descgradient;1.301129019773551
descgradient;1.3011284938049288
descgradient;1.3011279678371663
descgradient;1.3011274418702814
descgradient;1.3011269159041252
descgradient;1.301126389938968
descgradient;1.3011258639748102
descgradient;1.3011253380115193
descgradient;1.3011248120491328
descgradient;1.3011242860874566
descgradient;1.3011237601267416
descgradient;1.301123234166842
descgradient;1.3011227082078376
descgradient;1.301122182249705
descgradient;1.3011216562923953
descgradient;1.3011211303360508
descgradient;1.301120604380528
descgradient;1.3011200784259063
descgradient;1.301119552472224
descgradient;1.3011190265195296
descgradient;1.3011185005675856
descgradient;1.3011179746164043
descgradient;1.301117448666234
descgradient;1.3011169227169703
descgradient;1.301116396768515
descgradient;1.3011158708209873
descgradient;1.3011153448743598
descgradient;1.3011148189285238
descgradient;1.3011142929834574
descgradient;1.3011137670392936
descgradient;1.3011132410958852
descgradient;1.3011127151534263
descgradient;1.3011121892120103
descgradient;1.301111663271323
descgradient;1.3011111373315225
descgradient;1.301110611392556
descgradient;1.301110085454511
descgradient;1.3011095595172517
descgradient;1.3011090335809683
descgradient;1.3011085076456144
descgradient;1.3011079817112083
descgradient;1.3011074557775921
descgradient;1.301106929844902
descgradient;1.301106403913302
descgradient;1.301105877982375
descgradient;1.3011053520521019
descgradient;1.3011048261229015
descgradient;1.3011043001946545
descgradient;1.3011037742672582
descgradient;1.301103248340687
descgradient;1.3011027224149303
descgradient;1.3011021964900629
descgradient;1.3011016705660605
descgradient;1.3011011446430143
descgradient;1.3011006187206335
descgradient;1.3011000927992968
descgradient;1.301099566878822
descgradient;1.3010990409592313
descgradient;1.301098515040376
descgradient;1.3010979891225438
descgradient;1.301097463205692
descgradient;1.3010969372896601
descgradient;1.3010964113744388
descgradient;1.3010958854600432
descgradient;1.3010953595465649
descgradient;1.3010948336340464
descgradient;1.3010943077223882
descgradient;1.3010937818115673
descgradient;1.3010932559015318
descgradient;1.3010927299924107
descgradient;1.3010922040842283
descgradient;1.3010916781769228
descgradient;1.30109115227057
descgradient;1.3010906263649242
descgradient;1.30109010046018
descgradient;1.3010895745561648
descgradient;1.3010890486532134
descgradient;1.3010885227510423
descgradient;1.301087996849803
descgradient;1.3010874709494606
descgradient;1.3010869450499676
descgradient;1.3010864191514404
descgradient;1.3010858932538354
descgradient;1.301085367357035
descgradient;1.3010848414609628
descgradient;1.3010843155659033
descgradient;1.3010837896719174
descgradient;1.3010832637786254
descgradient;1.3010827378862895
descgradient;1.301082211994783
descgradient;1.3010816861040566
descgradient;1.3010811602142422
descgradient;1.3010806343252415
descgradient;1.3010801084371075
descgradient;1.3010795825499264
descgradient;1.3010790566636883
descgradient;1.3010785307783572
descgradient;1.3010780048937791
descgradient;1.3010774790100887
descgradient;1.301076953127344
descgradient;1.3010764272454878
descgradient;1.301075901364425
descgradient;1.3010753754842124
descgradient;1.3010748496047446
descgradient;1.301074323726266
descgradient;1.3010737978486353
descgradient;1.3010732719719784
descgradient;1.301072746096213
descgradient;1.3010722202213012
descgradient;1.3010716943472753
descgradient;1.301071168474197
descgradient;1.3010706426019523
descgradient;1.3010701167302858
descgradient;1.3010695908597274
descgradient;1.3010690649899643
descgradient;1.3010685391211494
descgradient;1.3010680132531975
descgradient;1.3010674873861314
descgradient;1.3010669615199655
descgradient;1.3010664356546735
descgradient;1.301065909790252
descgradient;1.3010653839267363
descgradient;1.3010648580642077
descgradient;1.3010643322023752
descgradient;1.301063806341452
descgradient;1.3010632804813427
descgradient;1.3010627546220879
descgradient;1.3010622287637648
descgradient;1.3010617029062663
descgradient;1.3010611770496903
descgradient;1.3010606511940177
descgradient;1.301060125339149
descgradient;1.3010595994851912
descgradient;1.3010590736319914
descgradient;1.3010585477797232
descgradient;1.30105802192841
descgradient;1.301057496077965
descgradient;1.3010569702283874
descgradient;1.301056444379707
descgradient;1.3010559185319044
descgradient;1.3010553926848845
descgradient;1.3010548668388622
descgradient;1.301054340993821
descgradient;1.3010538151495723
descgradient;1.3010532893061817
descgradient;1.3010527634637106
descgradient;1.3010522376220446
descgradient;1.30105171178131
descgradient;1.3010511859414258
descgradient;1.3010506601024447
descgradient;1.3010501342643142
descgradient;1.3010496084269638
descgradient;1.3010490825905436
descgradient;1.3010485567550238
descgradient;1.30104803092024
descgradient;1.301047505086486
descgradient;1.3010469792537165
descgradient;1.301046453421712
descgradient;1.3010459275905335
descgradient;1.30104540176021
descgradient;1.3010448759307554
descgradient;1.301044350102246
descgradient;1.301043824274524
descgradient;1.301043298447579
descgradient;1.3010427726216414
descgradient;1.3010422467966172
descgradient;1.301041720972404
descgradient;1.3010411951491865
descgradient;1.301040669326814
descgradient;1.3010401435052956
descgradient;1.3010396176846326
descgradient;1.3010390918646881
descgradient;1.3010385660457873
descgradient;1.3010380402277086
descgradient;1.3010375144105568
descgradient;1.3010369885943232
descgradient;1.3010364627787019
descgradient;1.3010359369641622
descgradient;1.3010354111505977
descgradient;1.301034885337914
descgradient;1.3010343595261267
descgradient;1.3010338337151952
descgradient;1.3010333079049163
descgradient;1.3010327820956293
descgradient;1.3010322562871655
descgradient;1.3010317304795118
descgradient;1.3010312046728232
descgradient;1.3010306788671029
descgradient;1.3010301530621495
descgradient;1.3010296272580621
descgradient;1.3010291014548852
descgradient;1.3010285756526796
descgradient;1.301028049851323
descgradient;1.301027524050845
descgradient;1.3010269982510296
descgradient;1.301026472452222
descgradient;1.3010259466542715
descgradient;1.3010254208572962
descgradient;1.3010248950610852
descgradient;1.3010243692657668
descgradient;1.3010238434713883
descgradient;1.3010233176779007
descgradient;1.30102279188524
descgradient;1.3010222660933461
descgradient;1.3010217403024773
descgradient;1.3010212145125815
descgradient;1.301020688723363
descgradient;1.3010201629349778
descgradient;1.3010196371475438
descgradient;1.3010191113610066
descgradient;1.3010185855754919
descgradient;1.3010180597907115
descgradient;1.3010175340068244
descgradient;1.3010170082237629
descgradient;1.3010164824415817
descgradient;1.3010159566603277
descgradient;1.3010154308800137
descgradient;1.301014905100517
descgradient;1.3010143793218985
descgradient;1.301013853544091
descgradient;1.3010133277671327
descgradient;1.301012801991071
descgradient;1.3010122762160177
descgradient;1.3010117504417964
descgradient;1.301011224668347
descgradient;1.3010106988958474
descgradient;1.3010101731243344
descgradient;1.3010096473535815
descgradient;1.3010091215834771
descgradient;1.3010085958144313
descgradient;1.3010080700462776
descgradient;1.3010075442790052
descgradient;1.3010070185125944
descgradient;1.3010064927469525
descgradient;1.3010059669823262
descgradient;1.3010054412186178
descgradient;1.3010049154558472
descgradient;1.3010043896939514
descgradient;1.3010038639328305
descgradient;1.301003338172456
descgradient;1.3010028124130453
descgradient;1.301002286654426
descgradient;1.3010017608967699
descgradient;1.3010012351400457
descgradient;1.3010007093841434
descgradient;1.3010001836291154
descgradient;1.3009996578750995
descgradient;1.3009991321217766
descgradient;1.3009986063693824
descgradient;1.3009980806179917
descgradient;1.3009975548673953
descgradient;1.300997029117683
descgradient;1.300996503368856
descgradient;1.3009959776210436
descgradient;1.300995451873822
descgradient;1.3009949261274523
descgradient;1.3009944003819396
descgradient;1.3009938746372842
descgradient;1.300993348893669
descgradient;1.300992823150832
descgradient;1.3009922974089378
descgradient;1.3009917716678512
descgradient;1.3009912459277282
descgradient;1.3009907201886444
descgradient;1.3009901944502373
descgradient;1.3009896687127118
descgradient;1.300989142976209
descgradient;1.3009886172404008
descgradient;1.300988091505351
descgradient;1.3009875657711507
descgradient;1.3009870400379009
descgradient;1.3009865143056454
descgradient;1.3009859885743587
descgradient;1.3009854628438142
descgradient;1.300984937114216
descgradient;1.300984411385648
descgradient;1.3009838856577987
descgradient;1.3009833599309473
descgradient;1.3009828342047347
descgradient;1.3009823084794832
descgradient;1.3009817827550914
descgradient;1.3009812570315313
descgradient;1.3009807313087807
descgradient;1.3009802055870399
descgradient;1.3009796798662707
descgradient;1.3009791541461513
descgradient;1.3009786284270137
descgradient;1.3009781027087874
descgradient;1.300977576991256
descgradient;1.3009770512747114
descgradient;1.3009765255590704
descgradient;1.300975999844246
descgradient;1.3009754741302206
descgradient;1.300974948417116
descgradient;1.3009744227049322
descgradient;1.3009738969937108
descgradient;1.3009733712833271
descgradient;1.3009728455738085
descgradient;1.3009723198652265
descgradient;1.3009717941575019
descgradient;1.3009712684505785
descgradient;1.300970742744403
descgradient;1.3009702170392756
descgradient;1.3009696913352338
descgradient;1.3009691656319373
descgradient;1.3009686399294376
descgradient;1.3009681142277103
descgradient;1.3009675885268672
descgradient;1.300967062826811
descgradient;1.3009665371277923
descgradient;1.3009660114296984
descgradient;1.30096548573259
descgradient;1.3009649600362871
descgradient;1.3009644343408422
descgradient;1.3009639086461764
descgradient;1.3009633829523488
descgradient;1.3009628572594678
descgradient;1.3009623315673289
descgradient;1.3009618058759413
descgradient;1.300961280185676
descgradient;1.3009607544963067
descgradient;1.3009602288077011
descgradient;1.3009597031200248
descgradient;1.3009591774332172
descgradient;1.300958651747368
descgradient;1.3009581260623653
descgradient;1.300957600378124
descgradient;1.300957074694913
descgradient;1.3009565490125898
descgradient;1.300956023331148
descgradient;1.3009554976504685
descgradient;1.300954971970673
descgradient;1.3009544462918134
descgradient;1.3009539206138687
descgradient;1.3009533949367027
descgradient;1.3009528692605006
descgradient;1.3009523435851496
descgradient;1.3009518179106487
descgradient;1.3009512922369937
descgradient;1.300950766564042
descgradient;1.3009502408920528
descgradient;1.3009497152208989
descgradient;1.3009491895507803
descgradient;1.300948663881588
descgradient;1.3009481382132349
descgradient;1.300947612545802
descgradient;1.3009470868791384
descgradient;1.3009465612133517
descgradient;1.3009460355483238
descgradient;1.3009455098843183
descgradient;1.3009449842211394
descgradient;1.300944458558855
descgradient;1.30094393289753
descgradient;1.3009434072370933
descgradient;1.3009428815774395
descgradient;1.3009423559186604
descgradient;1.3009418302606337
descgradient;1.3009413046035876
descgradient;1.3009407789474896
descgradient;1.300940253292353
descgradient;1.3009397276380958
descgradient;1.300939201984756
descgradient;1.300938676332223
descgradient;1.3009381506805606
descgradient;1.3009376250296654
descgradient;1.300937099379632
descgradient;1.3009365737304834
descgradient;1.3009360480821155
descgradient;1.3009355224345291
descgradient;1.3009349967880028
descgradient;1.3009344711424247
descgradient;1.3009339454976987
descgradient;1.3009334198538354
descgradient;1.300932894210838
descgradient;1.300932368568585
descgradient;1.3009318429273098
descgradient;1.3009313172869559
descgradient;1.3009307916474928
descgradient;1.3009302660089255
descgradient;1.3009297403713647
descgradient;1.3009292147344542
descgradient;1.3009286890985123
descgradient;1.3009281634636247
descgradient;1.300927637829299
descgradient;1.3009271121959212
descgradient;1.300926586563486
descgradient;1.3009260609319504
descgradient;1.3009255353010996
descgradient;1.3009250096710439
descgradient;1.3009244840420697
descgradient;1.3009239584140018
descgradient;1.300923432786622
descgradient;1.3009229071601882
descgradient;1.300922381534821
descgradient;1.3009218559101037
descgradient;1.3009213302861988
descgradient;1.3009208046633192
descgradient;1.3009202790413552
descgradient;1.3009197534202417
descgradient;1.300919227800036
descgradient;1.300918702180789
descgradient;1.300918176562344
descgradient;1.3009176509446798
descgradient;1.3009171253278766
descgradient;1.3009165997119103
descgradient;1.3009160740969568
descgradient;1.3009155484829824
descgradient;1.3009150228698214
descgradient;1.300914497257467
descgradient;1.3009139716459361
descgradient;1.3009134460353402
descgradient;1.3009129204253513
descgradient;1.3009123948164172
descgradient;1.3009118692084352
descgradient;1.3009113436014896
descgradient;1.3009108179952222
descgradient;1.3009102923898601
descgradient;1.3009097667855287
descgradient;1.3009092411818897
descgradient;1.300908715579119
descgradient;1.300908189977299
descgradient;1.3009076643764206
descgradient;1.3009071387763225
descgradient;1.300906613177132
descgradient;1.3009060875789342
descgradient;1.300905561981437
descgradient;1.3009050363847978
descgradient;1.3009045107889914
descgradient;1.3009039851941795
descgradient;1.3009034596002467
descgradient;1.3009029340070348
descgradient;1.3009024084147875
descgradient;1.300901882823367
descgradient;1.3009013572327879
descgradient;1.300900831643217
descgradient;1.3009003060545106
descgradient;1.3008997804667106
descgradient;1.300899254879692
descgradient;1.3008987292936043
descgradient;1.3008982037084191
descgradient;1.300897678124105
descgradient;1.3008971525406212
descgradient;1.3008966269580415
descgradient;1.300896101376462
descgradient;1.3008955757956262
descgradient;1.3008950502157237
descgradient;1.3008945246367103
descgradient;1.3008939990584234
descgradient;1.3008934734810662
descgradient;1.3008929479047528
descgradient;1.3008924223292875
descgradient;1.3008918967545946
descgradient;1.3008913711805417
descgradient;1.3008908456074704
descgradient;1.300890320035389
descgradient;1.3008897944641022
descgradient;1.3008892688936338
descgradient;1.300888743324158
descgradient;1.300888217755585
descgradient;1.3008876921878898
descgradient;1.3008871666209887
descgradient;1.3008866410550068
descgradient;1.3008861154898292
descgradient;1.3008855899255714
descgradient;1.3008850643622119
descgradient;1.3008845387997068
descgradient;1.3008840132381179
descgradient;1.300883487677521
descgradient;1.300882962117691
descgradient;1.3008824365587721
descgradient;1.300881911000542
descgradient;1.3008813854432084
descgradient;1.3008808598868438
descgradient;1.3008803343313426
descgradient;1.3008798087765407
descgradient;1.3008792832227352
descgradient;1.300878757669779
descgradient;1.3008782321177272
descgradient;1.3008777065665273
descgradient;1.300877181016331
descgradient;1.3008766554670321
descgradient;1.3008761299185552
descgradient;1.3008756043709009
descgradient;1.3008750788242156
descgradient;1.3008745532783306
descgradient;1.3008740277333095
descgradient;1.3008735021890603
descgradient;1.3008729766457172
descgradient;1.3008724511032639
descgradient;1.3008719255616894
descgradient;1.300871400021091
descgradient;1.3008708744814808
descgradient;1.3008703489427627
descgradient;1.3008698234046843
descgradient;1.3008692978675507
descgradient;1.3008687723313608
descgradient;1.3008682467960042
descgradient;1.300867721261549
descgradient;1.3008671957278628
descgradient;1.3008666701951292
descgradient;1.3008661446633771
descgradient;1.3008656191323817
descgradient;1.3008650936021926
descgradient;1.3008645680727697
descgradient;1.300864042544447
descgradient;1.300863517017148
descgradient;1.3008629914906744
descgradient;1.3008624659650958
descgradient;1.3008619404403603
descgradient;1.3008614149162732
descgradient;1.3008608893929943
descgradient;1.300860363870702
descgradient;1.3008598383493402
descgradient;1.3008593128289154
descgradient;1.3008587873092496
descgradient;1.3008582617903321
descgradient;1.3008577362722937
descgradient;1.3008572107552414
descgradient;1.300856685238994
descgradient;1.3008561597237607
descgradient;1.3008556342094044
descgradient;1.3008551086958073
descgradient;1.3008545831831086
descgradient;1.3008540576713046
descgradient;1.3008535321602746
descgradient;1.300853006650298
descgradient;1.3008524811411941
descgradient;1.3008519556329974
descgradient;1.3008514301256087
descgradient;1.3008509046189944
descgradient;1.3008503791133972
descgradient;1.3008498536087705
descgradient;1.300849328104934
descgradient;1.3008488026019256
descgradient;1.3008482770998466
descgradient;1.300847751598577
descgradient;1.3008472260981914
descgradient;1.3008467005987272
descgradient;1.300846175100113
descgradient;1.3008456496023002
descgradient;1.3008451241054049
descgradient;1.3008445986094108
descgradient;1.3008440731142148
descgradient;1.3008435476198597
descgradient;1.300843022126506
descgradient;1.3008424966341479
descgradient;1.3008419711424195
descgradient;1.300841445651662
descgradient;1.3008409201616589
descgradient;1.3008403946725773
descgradient;1.3008398691843501
descgradient;1.3008393436970849
descgradient;1.3008388182107464
descgradient;1.3008382927252202
descgradient;1.300837767240502
descgradient;1.3008372417567537
descgradient;1.3008367162738954
descgradient;1.3008361907919583
descgradient;1.3008356653109243
descgradient;1.3008351398307414
descgradient;1.3008346143515013
descgradient;1.3008340888730812
descgradient;1.3008335633955204
descgradient;1.3008330379187822
descgradient;1.3008325124428661
descgradient;1.3008319869677685
descgradient;1.300831461493658
descgradient;1.300830936020518
descgradient;1.3008304105481399
descgradient;1.3008298850766593
descgradient;1.300829359605917
descgradient;1.3008288341361465
descgradient;1.300828308667285
descgradient;1.3008277831994686
descgradient;1.300827257732502
descgradient;1.3008267322663125
descgradient;1.3008262068009702
descgradient;1.30082568133648
descgradient;1.3008251558728245
descgradient;1.3008246304101885
descgradient;1.3008241049485296
descgradient;1.300823579487552
descgradient;1.3008230540274144
descgradient;1.3008225285681583
descgradient;1.3008220031097664
descgradient;1.3008214776523035
descgradient;1.300820952195687
descgradient;1.300820426739949
descgradient;1.300819901285073
descgradient;1.3008193758311388
descgradient;1.3008188503782248
descgradient;1.3008183249260772
descgradient;1.3008177994745453
descgradient;1.3008172740239914
descgradient;1.3008167485744577
descgradient;1.3008162231256275
descgradient;1.300815697677653
descgradient;1.300815172230674
descgradient;1.3008146467845638
descgradient;1.3008141213393272
descgradient;1.300813595894993
descgradient;1.3008130704514846
descgradient;1.300812545008878
descgradient;1.3008120195670794
descgradient;1.3008114941262228
descgradient;1.3008109686863203
descgradient;1.3008104432471321
descgradient;1.3008099178089443
descgradient;1.3008093923716801
descgradient;1.3008088669351883
descgradient;1.3008083414995184
descgradient;1.3008078160647853
descgradient;1.3008072906307924
descgradient;1.3008067651977473
descgradient;1.3008062397656137
descgradient;1.3008057143344443
descgradient;1.3008051889040506
descgradient;1.3008046634745576
descgradient;1.3008041380457485
descgradient;1.300803612617932
descgradient;1.3008030871909988
descgradient;1.3008025617648635
descgradient;1.3008020363397006
descgradient;1.3008015109154485
descgradient;1.3008009854918758
descgradient;1.3008004600693337
descgradient;1.300799934647624
descgradient;1.3007994092268342
descgradient;1.3007988838068212
descgradient;1.3007983583878295
descgradient;1.3007978329697307
descgradient;1.3007973075523451
descgradient;1.3007967821359785
descgradient;1.3007962567206797
descgradient;1.3007957313060539
descgradient;1.3007952058922023
descgradient;1.3007946804792447
descgradient;1.3007941550671163
descgradient;1.3007936296560039
descgradient;1.300793104245767
descgradient;1.3007925788364758
descgradient;1.3007920534281805
descgradient;1.300791528020595
descgradient;1.3007910026138576
descgradient;1.300790477208068
descgradient;1.3007899518030923
descgradient;1.3007894263989055
descgradient;1.3007889009955445
descgradient;1.3007883755930694
descgradient;1.3007878501915306
descgradient;1.3007873247909876
descgradient;1.3007867993913247
descgradient;1.3007862739924063
descgradient;1.3007857485942174
descgradient;1.3007852231970767
descgradient;1.300784697800902
descgradient;1.3007841724055857
descgradient;1.3007836470110254
descgradient;1.3007831216173245
descgradient;1.300782596224523
descgradient;1.300782070832522
descgradient;1.300781545441432
descgradient;1.300781020051253
descgradient;1.3007804946619537
descgradient;1.3007799692734032
descgradient;1.3007794438858182
descgradient;1.3007789184991214
descgradient;1.3007783931133532
descgradient;1.3007778677284272
descgradient;1.3007773423443332
descgradient;1.3007768169610934
descgradient;1.3007762915789203
descgradient;1.3007757661977746
descgradient;1.3007752408174138
descgradient;1.3007747154378306
descgradient;1.300774190059068
descgradient;1.3007736646811852
descgradient;1.3007731393041606
descgradient;1.3007726139279714
descgradient;1.3007720885527023
descgradient;1.3007715631783232
descgradient;1.3007710378047648
descgradient;1.3007705124320972
descgradient;1.3007699870603942
descgradient;1.3007694616895964
descgradient;1.300768936319677
descgradient;1.3007684109507056
descgradient;1.3007678855825584
descgradient;1.3007673602151193
descgradient;1.3007668348485897
descgradient;1.30076630948293
descgradient;1.3007657841182594
descgradient;1.3007652587543332
descgradient;1.3007647333912635
descgradient;1.3007642080290502
descgradient;1.3007636826677964
descgradient;1.3007631573073035
descgradient;1.3007626319477252
descgradient;1.3007621065890864
descgradient;1.300761581231342
descgradient;1.3007610558744784
descgradient;1.3007605305184267
descgradient;1.3007600051632853
descgradient;1.3007594798090676
descgradient;1.3007589544556835
descgradient;1.3007584291031677
descgradient;1.3007579037515022
descgradient;1.3007573784007473
descgradient;1.300756853050796
descgradient;1.3007563277017464
descgradient;1.30075580235366
descgradient;1.3007552770064073
descgradient;1.30075475165984
descgradient;1.3007542263143352
descgradient;1.3007537009698507
descgradient;1.3007531756261863
descgradient;1.3007526502832407
descgradient;1.3007521249411806
descgradient;1.300751599600086
descgradient;1.3007510742597832
descgradient;1.300750548920431
descgradient;1.300750023581807
descgradient;1.3007494982441858
descgradient;1.3007489729073771
descgradient;1.3007484475714746
descgradient;1.3007479222363876
descgradient;1.3007473969021595
descgradient;1.300746871568871
descgradient;1.3007463462364783
descgradient;1.3007458209047709
descgradient;1.300745295574094
descgradient;1.300744770244382
descgradient;1.3007442449155031
descgradient;1.300743719587365
descgradient;1.3007431942602148
descgradient;1.300742668933966
descgradient;1.3007421436085609
descgradient;1.300741618284195
descgradient;1.3007410929604692
descgradient;1.3007405676376622
descgradient;1.300740042315753
descgradient;1.3007395169947746
descgradient;1.3007389916745051
descgradient;1.300738466355219
descgradient;1.300737941036775
descgradient;1.3007374157191969
descgradient;1.300736890402516
descgradient;1.300736365086548
descgradient;1.3007358397716315
descgradient;1.300735314457664
descgradient;1.3007347891445122
descgradient;1.3007342638321089
descgradient;1.3007337385206414
descgradient;1.3007332132101723
descgradient;1.3007326879006726
descgradient;1.3007321625918618
descgradient;1.300731637283882
descgradient;1.300731111976842
descgradient;1.3007305866707342
descgradient;1.3007300613656194
descgradient;1.3007295360610693
descgradient;1.3007290107574763
descgradient;1.3007284854545977
descgradient;1.3007279601528006
descgradient;1.3007274348519346
descgradient;1.300726909551937
descgradient;1.3007263842527315
descgradient;1.3007258589544048
descgradient;1.300725333657026
descgradient;1.3007248083604828
descgradient;1.3007242830648902
descgradient;1.3007237577700468
descgradient;1.3007232324762157
descgradient;1.3007227071832186
descgradient;1.3007221818911703
descgradient;1.3007216565997402
descgradient;1.3007211313093718
descgradient;1.3007206060198209
descgradient;1.3007200807309698
descgradient;1.3007195554429953
descgradient;1.3007190301560687
descgradient;1.3007185048701997
descgradient;1.300717979584989
descgradient;1.3007174543006303
descgradient;1.3007169290171687
descgradient;1.3007164037346164
descgradient;1.300715878453008
descgradient;1.300715353172261
descgradient;1.300714827892317
descgradient;1.3007143026132435
